path,label,subject_id
S_D_WD/Outdoor/falls/downside_falls/Down_syncope/Waist/S_D_WX_Down_syncope_Waist_5.MOV,1,S_D_WD
S_D_WD/Outdoor/falls/downside_falls/Down_syncope/Waist/S_D_WX_Down_syncope_Waist_6.MOV,1,S_D_WD
S_D_WD/Outdoor/falls/downside_falls/Down_syncope/Waist/S_D_WX_Down_syncope_Waist_7.MOV,1,S_D_WD
S_D_WD/Outdoor/falls/front_falls/Front_falls/Neck/S_D_WX_Front_falls_Neck_1.MOV,1,S_D_WD
S_D_WD/Outdoor/falls/front_falls/Front_falls/Neck/S_D_WX_Front_falls_Neck_10.MOV,1,S_D_WD
S_D_WD/Outdoor/falls/front_falls/Front_falls/Neck/S_D_WX_Front_falls_Neck_2.MOV,1,S_D_WD
S_D_WD/Outdoor/falls/front_falls/Front_falls/Neck/S_D_WX_Front_falls_Neck_3.MOV,1,S_D_WD
S_D_WD/Outdoor/falls/front_falls/Front_falls/Neck/S_D_WX_Front_falls_Neck_4.MOV,1,S_D_WD
S_D_WD/Outdoor/falls/front_falls/Front_falls/Neck/S_D_WX_Front_falls_Neck_5.MOV,1,S_D_WD
S_D_WD/Outdoor/falls/front_falls/Front_falls/Neck/S_D_WX_Front_falls_Neck_6.MOV,1,S_D_WD
S_D_WD/Outdoor/falls/front_falls/Front_falls/Neck/S_D_WX_Front_falls_Neck_7.MOV,1,S_D_WD
S_D_WD/Outdoor/falls/front_falls/Front_falls/Neck/S_D_WX_Front_falls_Neck_8.MOV,1,S_D_WD
S_D_WD/Outdoor/falls/front_falls/Front_falls/Neck/S_D_WX_Front_falls_Neck_9.MOV,1,S_D_WD
S_D_WD/Outdoor/falls/front_falls/Front_falls/Waist/S_D_WX_Front_falls_Waist_1.MOV,1,S_D_WD
S_D_WD/Outdoor/falls/front_falls/Front_falls/Waist/S_D_WX_Front_falls_Waist_10.MOV,1,S_D_WD
S_D_WD/Outdoor/falls/front_falls/Front_falls/Waist/S_D_WX_Front_falls_Waist_2.MOV,1,S_D_WD
S_D_WD/Outdoor/falls/front_falls/Front_falls/Waist/S_D_WX_Front_falls_Waist_3.MOV,1,S_D_WD
S_D_WD/Outdoor/falls/front_falls/Front_falls/Waist/S_D_WX_Front_falls_Waist_4.MOV,1,S_D_WD
S_D_WD/Outdoor/falls/front_falls/Front_falls/Waist/S_D_WX_Front_falls_Waist_5.MOV,1,S_D_WD
S_D_WD/Outdoor/falls/front_falls/Front_falls/Waist/S_D_WX_Front_falls_Waist_6.MOV,1,S_D_WD
S_D_WD/Outdoor/falls/front_falls/Front_falls/Waist/S_D_WX_Front_falls_Waist_7.MOV,1,S_D_WD
S_D_WD/Outdoor/falls/front_falls/Front_falls/Waist/S_D_WX_Front_falls_Waist_8.MOV,1,S_D_WD
S_D_WD/Outdoor/falls/front_falls/Front_falls/Waist/S_D_WX_Front_falls_Waist_9.MOV,1,S_D_WD
S_D_WD/Outdoor/falls/lateral_falls/Lateral-left-side/Neck/S_D_WX_Lateral-left-side_Neck_1.MOV,1,S_D_WD
S_D_WD/Outdoor/falls/lateral_falls/Lateral-left-side/Neck/S_D_WX_Lateral-left-side_Neck_2.MOV,1,S_D_WD
S_D_WD/Outdoor/falls/lateral_falls/Lateral-left-side/Neck/S_D_WX_Lateral-left-side_Neck_3.MOV,1,S_D_WD
S_D_WD/Outdoor/falls/lateral_falls/Lateral-left-side/Neck/S_D_WX_Lateral-left-side_Neck_4.MOV,1,S_D_WD
S_D_WD/Outdoor/falls/lateral_falls/Lateral-left-side/Neck/S_D_WX_Lateral-left-side_Neck_5.MOV,1,S_D_WD
S_D_WD/Outdoor/falls/lateral_falls/Lateral-left-side/Neck/S_D_WX_Lateral-left-side_Neck_6.MOV,1,S_D_WD
